X,U,V,M,N,d_min,d_max,r_min,r_max,interval_convention,log_M_over_log_X,log_N_over_log_X,factor_pairs,nonzero_terms,positive_terms,negative_terms,positive_sum,negative_sum,signed_sum,absolute_sum,shifted_proper_prime_power_signed,shifted_proper_prime_power_absolute,non_squarefree_r_nonzero_terms,distinct_d_nonzero_terms,distinct_r_nonzero_terms,signed_sum_over_CX,applicable_proved_lower_bound,exact_coefficient_sha256,source_commit,script_sha256,binary_hash_sha256,arithmetic_precision
10000,6,6,64,128,65,128,129,256,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.4515449934959717,0.526802492411967,5062,276,146,130,6092.653827750908,-5251.282512038962,841.3713157119471,11343.93633978987,0.0,0.0,67,26,64,0.06372462747126763,,3389769f7bb7cd142d261c8ea8ce73accb84d835a6f817602b4dff52d9e5fc49,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,64,256,65,128,257,512,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.4515449934959717,0.6020599913279623,337,16,10,6,494.80082643818395,-281.4588560692625,213.34197036892147,776.2596825074464,0.0,0.0,3,4,13,0.016158308860626983,,9515d907d7551eb74f2d534a6a9f35482cfc702e267d295820b98fa235f7bbc1,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,128,32,129,256,33,64,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.526802492411967,0.37628749457997646,1507,94,51,43,1516.5857738455022,-1285.0562236864325,231.52955015906971,2801.641997531935,17.768895189519263,17.768895189519263,26,36,12,0.017535818082878563,,4223c79f1c719201651b78e32f1eb60325fb1b07100b434d3064a9e600673243,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,128,64,129,256,65,128,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.526802492411967,0.4515449934959717,5062,268,140,128,4811.954238273197,-4324.018114141359,487.9361241318378,9135.972352414556,0.0,0.0,59,53,32,0.0369557972317668,,e7f71af07bd793517150f9a3972efdff74bf6d6b3183c9f2c3dca02309258bcd,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,128,128,129,256,129,256,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.526802492411967,0.526802492411967,343,25,17,8,636.4407245934556,-338.9276960744662,297.5130285189894,975.3684206679218,0.0,0.0,7,9,12,0.022533341173128392,,9bfce94d478611cf487fea60bf8c49ca1fc5c209c36a10e88138a7a6133d9065,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,256,16,257,512,17,32,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.6020599913279623,0.30102999566398114,1554,74,40,34,947.8748092526445,-873.1787679367593,74.69604131588508,1821.0535771894038,15.84826480198976,15.84826480198976,31,51,6,0.0056574039517919865,,b9f7459ada35ba8862d23c7a88d395587bf246d1599fecd617f529c9a7b4e955,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,256,32,257,512,33,64,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.6020599913279623,0.37628749457997646,5031,278,135,143,3780.8030038006377,-3876.831647102448,-96.02864330181052,7657.634650903086,-19.147681633455008,19.147681633455008,52,97,16,-0.007273114030279298,,f0c92cf5746ecce27d93e03e311051655addd38fb176608472ce2ef7bc84e79d,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,256,64,257,512,65,128,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.6020599913279623,0.4515449934959717,337,15,7,8,221.92214776468595,-230.71885438553346,-8.796706620847512,452.6410021502194,0.0,0.0,2,11,5,-0.0006662538191157656,,ff85fbcb2a650853f62b31cba234032a8c3c20fa5563c817795e3413f6601dee,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,512,8,513,1024,9,16,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.6773174902439576,0.22577249674798586,1652,31,13,18,303.3162936391505,-420.1113234127648,-116.79502977361433,723.4276170519154,0.0,0.0,0,30,2,-0.00884593950831488,,f4e5e2587c8dc22195ecdeb6a2a2adac69a3142c1504085fe4f0c267c6d35154,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,512,16,513,1024,17,32,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.6773174902439576,0.30102999566398114,4958,245,123,122,2989.901490394638,-2880.658605916484,109.24288447815438,5870.560096311122,-17.953579220442887,17.953579220442887,58,148,8,0.00827394752739639,,661fc4ac5328636db1b5ed11bebe2618857ba84c4f1130f83c417178bf3a4c72,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,512,32,513,1024,33,64,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.6773174902439576,0.37628749457997646,314,14,10,4,234.12645795123876,-85.68059584714723,148.44586210409153,319.807053798386,0.0,0.0,0,13,3,0.011243142100975805,,181d76ceb6417f76f2a5c3e72779396a484b3a09a3eeb01919e04ba75dbc716f,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,1024,4,1025,2048,7,8,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.7525749891599529,0.15051499783199057,1418,58,31,27,558.8217661454821,-483.1436451130089,75.67812103247314,1041.965411258491,-0.14833160394402967,18.10955130961365,0,58,1,0.005731785693738711,,d016ebff6b4cb68d25d32788cdaf87fe85a1d3d5ef92ce8c953ff195a770a1b1,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,1024,8,1025,2048,9,16,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.7525749891599529,0.22577249674798586,4802,225,120,105,2019.5588952429027,-1859.848699149288,159.71019609361488,3879.4075943921907,0.0,0.0,111,191,3,0.012096291565177488,,8319bce9ef08ffd22b90310f042a1fe73dc719d0ea86303ab991faeb70a2eaba,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,1024,16,1025,2048,17,32,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.7525749891599529,0.30102999566398114,267,12,7,5,196.41134009318498,-139.4243826016874,56.98695749149758,335.8357226948724,0.0,0.0,0,12,2,0.004316135538556823,,c87a22af1fe12caf70edb93585f8b1459d9081718e8f03c5226f39b42feb2109,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,2048,4,2049,2857,7,8,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.8278324880759482,0.15051499783199057,1261,70,35,35,653.770945670137,-662.7840751599315,-9.013129489794416,1316.5550208300685,9.573840816727504,9.573840816727504,0,70,1,-0.0006826454721735293,,3dc9ea0e13937cbeb51345e34bede732f8f9195b0c70c49e2298468192d7b087,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
10000,6,6,2048,8,2049,2857,9,16,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.8278324880759482,0.22577249674798586,174,25,11,14,119.2329700774076,-151.69176675530144,-32.45879667789383,270.9247368327091,0.0,0.0,25,25,1,-0.0024583970095464393,,8722810e006dbd8b6e0581512c3459347bba3612dee175f7e4b2c8da0ce94ca2,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,8,4096,11,16,4097,8192,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.18061799739838869,0.7224719895935547,5018,287,242,45,21811.756396678942,-3904.074246238756,17907.68215044019,25715.8306429177,0.0,0.0,54,2,275,0.13563100531244626,,014cb5c4892c7fbad2845166eaa5f78325ce93f53af1f4262c9a28962019e07d,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,8,8192,11,16,8193,16384,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.18061799739838869,0.7826779887263511,38079,2140,796,1344,77175.0171032483,-126584.94227156279,-49409.925168314476,203759.9593748111,35.95807243983995,35.95807243983995,496,3,1816,-0.3742258638886163,,388199ed6a2d2ff2295f6207d6245c4a5d27ec37e55cc119e4af2dd7557877bd,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,8,16384,11,16,16385,18181,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.18061799739838869,0.8428839878591473,2079,172,0,172,0.0,-17207.821192949148,-17207.821192949148,17207.821192949148,0.0,0.0,45,1,172,-0.13033032795811275,,c924c2651749c12e216c0333ab709c5a97cc1b95d7482803cb3b24451c7dd73f,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,16,2048,17,32,2049,4096,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.24082399653118494,0.6622659904607586,4517,128,0,128,0.0,-9992.38491295861,-9992.38491295861,9992.38491295861,-48.45739622374697,48.45739622374697,26,2,119,-0.0756813304942529,,6525390d3d18055b89fa2d0d5f8ea5e9138219c234549b83a80a32b864d73fe4,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,16,4096,17,32,4097,8192,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.24082399653118494,0.7224719895935547,49753,1777,511,1266,45803.48934729394,-108165.24116394228,-62361.75181664834,153968.7305112362,-233.8081864680744,276.706252381929,449,7,1264,-0.47232171203850504,,77b6bdcbdc24ad987d4b6dc4d57badb1d7d71e63c00012a71a64fec7da06827e,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,16,8192,17,32,8193,16384,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.24082399653118494,0.7826779887263511,13506,745,197,548,18898.40472103952,-50830.11854413256,-31931.713823093043,69728.52326517207,-155.07085774017548,155.07085774017548,164,4,634,-0.2418476277829729,,513c89852886d639aecc2a2354e00c249f6fe8f39f19be48260ff667b5295de3,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,32,1024,33,64,1025,2048,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.3010299956639812,0.6020599913279624,4267,153,80,73,5787.827382557736,-5018.276683616401,769.5506989413351,10806.104066174137,0.0,0.0,38,6,109,0.005828500531753258,,b7c3447769e2943a705fe75f77d36c869a789d8e07f526a88a97e57cfe5b7a4e,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,32,2048,33,64,2049,4096,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.3010299956639812,0.6622659904607586,49756,2100,1157,943,92518.7214496627,-73209.09614575925,19309.62530390345,165727.81759542195,-40.16469383286555,55.549999604696524,483,14,927,0.14624918346066906,,1dc253e58db2e056529d64803bdbe9c8b1663029883e75da3a0ebb1de7ea7ba3,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,32,4096,33,64,4097,8192,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.3010299956639812,0.7224719895935547,14518,832,599,233,52228.55242872242,-19804.84559834977,32423.706830372645,72033.3980270722,0.0,0.0,186,7,597,0.24557393393602162,,a4fcabe1f69f38a79be31c64c5d8254d2e6cb3f310033a3648add910bc66d160,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,64,512,65,128,513,1024,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.36123599479677737,0.5418539921951662,4150,146,71,75,4600.218057007224,-4692.409226110302,-92.19116910307818,9292.627283117527,0.0,0.0,37,11,76,-0.0006982467547355294,,fb28d1d9663c264f36aa6b3211a2422ec2d6b15c2e86aa47498bee96e6863367,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,64,1024,65,128,1025,2048,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.36123599479677737,0.6020599913279624,49739,2204,1136,1068,80945.91858789965,-74466.98514215524,6478.933445744403,155412.9037300549,-172.0757773223105,245.36940706309565,525,27,508,0.04907079817569492,,0e7bdb425cd9cd79169d66f9d8f58acbd1e9db804d69c5b0526e69550f4bca11,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,64,2048,65,128,2049,4096,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.36123599479677737,0.6622659904607586,15035,653,377,276,29367.167864812356,-20935.295999202757,8431.871865609599,50302.46386401511,-52.76632037896804,52.76632037896804,161,15,350,0.06386215972513508,,c76050aec284f3df86e3f859bc3a3c60f08e6c919c93ff524f9d21eb7825159b,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,128,256,129,256,257,512,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.42144199392957366,0.4816479930623699,4105,182,90,92,5013.917535746232,-4922.36098147546,91.55655427077215,9936.278517221692,0.0,0.0,43,25,52,0.0006934402450505371,,f6bbc5e25497a2d5f3ddef323cc9da93e6e59496a15197ecd657ab94348d4204,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,128,512,129,256,513,1024,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.42144199392957366,0.5418539921951662,49731,2145,1123,1022,69959.97238596035,-63099.48054392145,6860.491842038904,133059.4529298818,-143.87000525748343,143.87000525748343,533,54,257,0.051960683557849524,,4d8d5328e6172311374d0fa9557a7e9b3cda64518d83560a52c6755b5717bf25,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,128,1024,129,256,1025,2048,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.42144199392957366,0.6020599913279624,15282,655,365,290,25450.965287402974,-19805.447940115602,5645.517347287371,45256.41322751858,41.771349612358776,41.771349612358776,145,27,215,0.042758587453631966,,ad860eaf89f5c9e9d6f0206a7e784538ff5c799708b0e097ac5ea2a7e29e5a8a,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,256,128,257,512,129,256,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.4816479930623699,0.42144199392957366,4105,173,93,80,4566.3249656566695,-3664.549384462716,901.7755811939534,8230.874350119386,0.0,0.0,34,45,29,0.006829958652161187,,ed9a13324f2150a194187cd4c5ec69f2863260a06113cd1c0e823ddfbf8f20a8,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,256,256,257,512,257,512,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.4816479930623699,0.4816479930623699,49725,2070,1034,1036,56689.90415743039,-56936.498916507895,-246.5947590775069,113626.40307393829,-2.426785865017962,227.59500707977227,447,105,128,-0.0018676842037672983,,53a70b29b2b7cef4c35d2183d0d36f70f53bd90a1a34b03f3d99e3b66fa71f92,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,256,512,257,512,513,1024,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.4816479930623699,0.5418539921951662,15387,630,321,309,19256.85774049908,-18710.871702480417,545.9860380186644,37967.7294429795,-75.95810563205308,75.95810563205308,160,52,117,0.004135244003155968,,601f610c89ab0b441904a8ad46ee617b4f289ed29c26b03adbe3f7bd8c2a60ab,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,512,64,513,1024,65,128,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.5418539921951662,0.36123599479677737,4150,154,72,82,3223.2369952320632,-3583.3269038072995,-360.0899085752364,6806.563899039363,0.0,0.0,54,72,14,-0.0027272851892630704,,b677246b22e074d8d91ded217b6a7cc7056f86b8e85f8e2232e2550162843720,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,512,128,513,1024,129,256,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.5418539921951662,0.42144199392957366,49731,2028,1019,1009,46436.16466315633,-46569.21579280265,-133.0511296463255,93005.38045595898,-30.609679492368898,98.33863091896647,416,207,65,-0.0010077160360724945,,75544f5fab431845a33d0b1d9a53a9d553ad49cc688d88df897857e2da8f22ba,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,512,256,513,1024,257,512,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.5418539921951662,0.4816479930623699,15387,610,329,281,17653.109207386744,-15006.131585540694,2646.97762184605,32659.240792927438,-34.883692501580384,34.883692501580384,140,97,61,0.020047945505985158,,b3f12070ad2208f07e2fe624dc68732cd47a9c9419cf37d0ee0d07c6d0b17b89,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,1024,32,1025,2048,33,64,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.6020599913279624,0.3010299956639812,4267,116,76,40,2941.2156809111298,-1554.870882283518,1386.3447986276117,4496.086563194648,0.0,0.0,1,84,7,0.010500037758539391,,117ec31807df7e23a4c9542b9c9919ebe0f782ecf86a542107994b89e0f81c3f,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,1024,64,1025,2048,65,128,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.6020599913279624,0.36123599479677737,49739,2007,1031,976,41878.020125730036,-39902.068506776646,1975.9516189533865,81780.08863250668,54.95223063391067,184.22824198342124,455,413,32,0.01496566123275847,,cf03b21838fd4ffdc6b6c6fb54a2bee53aea2e81ce9370324f61cfa5e6e764c4,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
100000,10,10,1024,128,1025,2048,129,256,M < d <= 2M; N < r <= 2N; d > U; r > V; X < dr <= 2X,0.6020599913279624,0.42144199392957366,15282,681,338,343,14727.904643281718,-14852.248208811505,-124.34356552978832,29580.152852093222,-18.85596908801767,18.85596908801767,171,180,32,-0.0009417658106314265,,3578c4655bb69a45340e00583cdc849b699f76bde1680a20864fd23806c5831a,5cf66a63bbc33b36f3c8d90373d2f6cce108f72a,6d92bd4abdd650987f66268cf3462c065d0ad0e6e4b4ddd792cdeeef10bb3b03,4d6f5f81a4bca11191c4c7c6b43632694d0a4ce74e068619d8fdc161d469859a,"exact integer coefficients; displayed numbers binary64, not certified intervals"
